GEOID,slope.unavailable,water.unavailable,wetlands.unavailable,NAME,total.unavailable
1000,27.0453469766194,2.33418036224639,1.6290530180484,"Birmingham, AL MSA",31.0085803569142
1010,4.96502469193619,2.87701581994484,3.58485203747872,"Bismarck, ND MSA",11.4268925493597
1040,0.344669952292222,0.358266394842037,0.0532059837815135,"Bloomington-Normal, IL MSA",0.756142330915773
1080,12.3474411920949,1.58810964720051,0.314756360768337,"Boise City, ID MSA",14.2503072000638
1123,8.91161485706011,12.3865362863956,12.3675384294117,"Boston--Worcester--Lawrence--Lowell--Brockton, MA--NH",33.6656895728674
1125,51.7509425460515,1.50093085086272,3.5650605015252,"Boulder--Longmont, CO",56.8169338984394
1150,14.6691525897988,24.3621993388304,2.81859342162568,"Bremerton, WA",41.8499453502549
120,0.025000450856787,1.00238626047298,17.1364482169713,"Albany, GA MSA",18.163834928301
1240,0.0257127515506615,12.7987253632238,14.6806933884141,"Brownsville-Harlingen-San Benito, TX MSA",27.5051315031886
1260,0.343942439172797,1.2128941030025,10.5442486371491,"Bryan-College Station, TX MSA",12.1010851793244
1280,4.30118668477378,7.91096676806589,10.3290585941041,"Buffalo-Niagara Falls, NY MSA",22.5412120469438
1303,26.7889855677335,18.5445660764228,6.23256754944356,"Burlington, VT",51.5661191935998
1320,20.8268968260813,1.42034499385082,0.811236801439654,"Canton-Massillon, OH MSA",23.0584786213718
1350,20.3761993605014,0.58208204896126,1.07474725265342,"Casper, WY MSA",22.0330286621161
1360,3.29838652222985,0.946646584481991,3.02006077002329,"Cedar Rapids, IA MSA",7.26509387673513
1400,0.0421435817783327,0.175010902105585,0.306961733970153,"Champaign-Urbana, IL MSA",0.524116217854071
1440,0.0394262539706016,14.5418532440317,39.7839503097402,"Charleston-North Charleston, SC MSA",54.3652298077425
1480,82.5095641585245,0.782101935354438,0.0519028342701083,"Charleston, WV MSA",83.343568928149
1520,5.67206264572003,2.39302163891772,0.918132014731057,"Charlotte-Gastonia-Rock Hill, NC-SC MSA",8.98321629936881
1540,33.9229073611481,0.888418347747929,0.427356404145735,"Charlottesville, VA MSA",35.2386821130417
1560,35.9507711720192,2.26055031598739,0.601890424131461,"Chattanooga, TN-GA MSA",38.8132119121381
160,22.856138023019,2.19461846440269,7.49097627458686,"Albany-Schenectady-Troy, NY MSA",32.5417327620085
1600,0.441309590744865,5.36796668824413,2.27860642537391,"Chicago, IL",8.08788270436291
1620,39.8391080320786,1.83990666209282,2.72654487130982,"Chico-Paradise, CA MSA",44.4055595654812
1640,26.5955123827646,1.82010789012124,0.181776711301162,"Cincinnati, OH--KY--IN",28.597396984187
1680,2.504423156423,9.67718659748076,3.66485255962933,"Cleveland--Lorain--Elyria, OH",15.8464623135331
1720,14.9018619130109,0.158488121164537,1.21125132972539,"Colorado Springs, CO MSA",16.2716013639008
1740,10.4514834994677,1.85184733122582,2.30890974705741,"Columbia, MO MSA",14.6122405777509
1760,2.13460360990267,4.6572643211487,16.1857812420806,"Columbia, SC MSA",22.977649173132
1800,7.4990413750929,1.79905808638541,5.63394560629545,"Columbus, GA-AL MSA",14.9320450677738
1840,6.749077733698,1.09806749433402,0.229512688627036,"Columbus, OH MSA",8.07665791665906
1880,0.0440480647812292,13.1940357620453,6.56085222540703,"Corpus Christi, TX MSA",19.7989360522335
1890,52.5481274266844,0.578748867253384,3.65357141705392,"Corvallis, OR MSA",56.7804477109917
1920,0.49756177569559,4.83898522022144,3.98776623559892,"Dallas, TX",9.32431323151595
1960,3.02030219789774,2.40317029102901,2.89690823547709,"Davenport-Moline-Rock Island, IA-IL MSA",8.32038072440383
200,23.6281577670896,0.134114454990069,0.724143802969063,"Albuquerque, NM MSA",24.4864160250488
2000,1.41511554701035,0.846174291094761,0.289327979409559,"Dayton-Springfield, OH MSA",2.55061781751467
2020,0.0124037349080951,19.1773172859306,32.0552248878008,"Daytona Beach, FL MSA",51.2449459086394
2030,15.7925621095758,5.38649059293898,5.10985041559715,"Decatur, AL MSA",26.288903118112
2040,0.262774832538462,1.00856183942237,0.4395871458186,"Decatur, IL MSA",1.71092381777944
2080,21.0242413562003,0.583872121354015,1.57973100967485,"Denver, CO",23.1878444872292
2120,3.68592446251502,1.57994482190442,3.07558933240503,"Des Moines, IA MSA",8.34145861682447
2160,0.70991409812119,7.88825968910964,8.03616587248808,"Detroit, MI",16.6343396597189
2180,1.86778865484753,0.799323316067388,7.5950922214157,"Dothan, AL MSA",10.2622041923306
2190,0.0308980782637454,7.5252348837001,28.1386689444411,"Dover, DE MSA",35.6948019064049
220,0.684541326238855,2.73805242389457,19.0237749047197,"Alexandria, LA MSA",22.4463686548531
2200,14.4054387653652,4.47597902576072,1.53956716997376,"Dubuque, IA MSA",20.4209849610997
2240,3.60467844537505,8.91555832437196,31.964679472875,"Duluth-Superior, MN-WI MSA",44.484916242622
2320,9.73067577136925,0.123581183897154,0.00985237901131524,"El Paso, TX MSA",9.86410933427772
2330,0.394452884387947,1.13268518945154,8.04146892134728,"Elkhart-Goshen, IN MSA",9.56860699518676
2335,37.2268110125911,0.605699191437028,2.07780438863357,"Elmira, NY MSA",39.9103145926617
2340,0.116569833708052,0.446499354535503,0.00113833755557188,"Enid, OK MSA",0.564207525799127
2360,4.57805404113563,7.95737177345144,7.15707291661312,"Erie, PA MSA",19.6924987312002
240,21.1829815930832,1.45441546176781,1.16804331281743,"Allentown-Bethlehem-Easton, PA MSA",23.8054403676684
2400,68.8772045698272,3.05587076229144,1.25226202930728,"Eugene-Springfield, OR MSA",73.1853373614259
2440,2.05608869657731,3.8093764010162,3.38563793827345,"Evansville-Henderson, IN-KY MSA",9.25110303586696
2520,0.287463610765917,1.41855247797813,3.57366608812214,"Fargo-Moorhead, ND-MN MSA",5.27968217686619
2560,0.540618064158927,1.04462894340913,23.4926419874983,"Fayetteville, NC MSA",25.0778889950663
2580,30.7375223709968,2.0987560255646,0.350659209336007,"Fayetteville-Springdale-Rogers, AR MSA",33.1869376058974
2620,29.0301212448838,0.580034996358373,0.243156219345069,"Flagstaff, AZ-UT MSA",29.8533124605872
2640,0.479907962296692,1.94741245022677,7.88743058507477,"Flint, MI",10.3147509975982
2655,0.163446230798004,0.9471678912005,40.6946515050314,"Florence, SC MSA",41.8052656270299
2670,51.0923099078968,0.962810123935955,2.29191811704435,"Fort Collins-Loveland, CO MSA",54.3470381488771
2680,0.0455365636447155,2.18504618061043,66.954867595818,"Fort Lauderdale, FL",69.1854503400731
2700,0.0139268081241306,23.6372599744781,31.3322461641371,"Fort Myers-Cape Coral, FL MSA",54.9834329467393
2710,0.00520628739450173,22.367389378778,23.5359979356934,"Fort Pierce-Port St. Lucie, FL MSA",45.9085936018659
2720,23.5815937584823,4.17297223770835,1.40285286257757,"Fort Smith, AR-OK MSA",29.1574188587683
2750,0.921217798449884,10.7414735343365,10.805074606663,"Fort Walton Beach, FL MSA",22.4677659394494
2760,0.39385689057806,0.997017483716147,1.71416980916467,"Fort Wayne, IN MSA",3.10504418345887
280,43.4736135529816,0.268466130288087,0.00311445626784324,"Altoona, PA MSA",43.7451941395375
2800,1.76634324926153,2.5748507403944,1.32100597191453,"Fort Worth--Arlington, TX",5.66219996157047
2840,46.3199546946951,0.715762537590522,0.352478056484982,"Fresno, CA MSA",47.3881952887706
2880,21.0455756407803,2.51308192327443,1.91465751537392,"Gadsden, AL MSA",25.4733150794286
2900,0.0572867329719477,2.92179878622075,16.616799504856,"Gainesville, FL MSA",19.5958850240487
2920,0.00387115671095332,33.6824218254291,20.7781636502718,"Galveston--Texas City, TX",54.4644566324119
2960,0.689122010648968,5.59439219826412,6.53029278402678,"Gary, IN",12.8138069929399
2975,40.0277124597312,4.43123056976376,5.76818238392608,"Glens Falls, NY MSA",50.227125413421
2980,0.163600187122102,0.980734022720017,20.3492919599809,"Goldsboro, NC MSA",21.493626169823
2995,49.7995041448893,0.362925529167245,1.35022292835987,"Grand Junction, CO MSA",51.5126526024164
3000,1.81791697707681,8.29976908986422,9.41201177429214,"Grand Rapids-Muskegon-Holland, MI MSA",19.5296978412332
3040,38.7810340587627,0.346383184676337,1.55185256641558,"Great Falls, MT MSA",40.6792698098546
3060,0.862064162430812,0.830698441467714,1.28666937222167,"Greeley, CO",2.9794319761202
3080,1.10549680795032,5.41158951637488,6.93143932280574,"Green Bay, WI MSA",13.4485256471309
3120,11.2728191851664,1.63420901981738,0.698506983204538,"Greensboro--Winston-Salem--High Point, NC MSA",13.6055351881883
3150,0.0825232290688814,0.971079484241081,25.3286968097882,"Greenville, NC MSA",26.3822995230981
3160,18.1524102946251,3.40103827906503,1.56989081448443,"Greenville-Spartanburg-Anderson, SC MSA",23.1233393881745
3180,26.5453237607394,2.3263439132312,0.735788233231722,"Hagerstown, MD",29.6074559072023
320,4.81025518836607,0.465962994566186,0.83409847979573,"Amarillo, TX MSA",6.11031666272798
3200,4.38885469357965,1.12714597320017,0.169159873676163,"Hamilton--Middletown, OH",5.68516054045598
3240,27.4871536460214,2.13882932231415,0.547617865712334,"Harrisburg-Lebanon-Carlisle, PA MSA",30.1736008340479
3283,14.649316845367,4.3646065781533,8.9218895384779,"Hartford, CT",27.9358129619982
3290,42.7058885398422,2.08098188720995,0.289042397219645,"Hickory-Morganton-Lenoir, NC MSA",45.0759128242718
3360,0.129316228662772,6.01282008490002,15.5415662934875,"Houston, TX",21.6837026070503
3400,73.767337897817,1.19090820585764,0.0534795885036771,"Huntington-Ashland, WV-KY-OH MSA",75.0117256921783
3440,14.4555322660499,4.57713936284207,4.46792706875888,"Huntsville, AL MSA",23.5005986976509
3480,2.62677613300879,0.781685744216467,0.25565727635109,"Indianapolis, IN MSA",3.66411915357635
3500,3.28385248895886,1.77527137891922,3.93883212543332,"Iowa City, IA MSA",8.9979559933114
3560,1.64034821264431,2.55505086219699,13.5951107488202,"Jackson, MS MSA",17.7905098236615
3580,4.50697272339408,0.577250509824232,7.75946007186094,"Jackson, TN MSA",12.8436833050793
3600,0.0460102113677972,12.2291619825335,23.1557372411591,"Jacksonville, FL MSA",35.4309094350604
3610,8.05683191760635,7.16705617629538,6.37955672276764,"Jamestown, NY MSA",21.6034448166694
3620,1.00633134666444,1.39668679808907,3.46026329934405,"Janesville-Beloit, WI MSA",5.86328144409756
3640,2.5287516392206,25.4735950894275,6.77897613023023,"Jersey City, NJ",34.7813228588783
3660,64.797330930651,1.18150151222972,0.123013320800551,"Johnson City-Kingsport-Bristol, TN-VA MSA",66.1018457636813
3680,34.8004961677949,0.890511228978832,0.0265032182921407,"Johnstown, PA MSA",35.7175106150659
3710,3.58284834515827,0.317338698251679,1.14259159559094,"Joplin, MO MSA",5.04277863900089
3720,0.912990388923044,3.53757311353629,14.816259675452,"Kalamazoo-Battle Creek, MI MSA",19.2668231779113
3740,0.20125058120066,0.998104009229618,0.895727980331846,"Kankakee, IL",2.09508257076212
3760,4.18815397401533,1.82983521247188,1.81281522711395,"Kansas City, MO-KS MSA",7.83080441360116
3800,0.560876366361316,5.64686659947933,6.2726580534927,"Kenosha, WI",12.4804010193333
3810,3.52290223190892,1.44265545296354,2.13305095864704,"Killeen-Temple, TX MSA",7.0986086435195
3840,53.1385832078297,3.69191008872498,0.499905684198335,"Knoxville, TN MSA",57.3303989807531
3850,0.180759504571568,0.229678593422267,0.41273494280834,"Kokomo, IN MSA",0.823173040802175
