GEOID,slope.unavailable,water.unavailable,wetlands.unavailable,NAME,total.unavailable
01001,13.64758274244,2.34916096818122,7.01197414083435,Autauga,23.0087178514555
01003,0.635448948926773,13.6351085909271,27.2837942963204,Baldwin,41.5543518361742
01005,5.23175813100832,3.34872376017237,6.28557487023738,Barbour,14.8660567614181
01007,23.1150373256781,0.727446317832498,4.22092780894281,Bibb,28.0634114524534
01009,25.8484257391263,0.936194771099343,0.767494661843525,Blount,27.5521151720692
01011,2.8737429864852,1.06816127250478,9.70460725303571,Bullock,13.6465115120257
01013,4.41849914318862,0.415190438101062,7.47368638738158,Butler,12.3073759686713
01015,30.2131411927124,1.28538484436586,0.776556789693968,Calhoun,32.2750828267723
01017,3.31232604281576,2.77019783877746,3.1988501029808,Chambers,9.28137398457402
01019,19.0170189553292,6.02378520254187,1.6434174184376,Cherokee,26.6842215763086
01021,17.5036657929153,1.93164620065189,2.26184281194257,Chilton,21.6971548055097
01023,12.1341308948218,1.41594607081033,11.9925381814437,Choctaw,25.5426151470758
01025,12.5277995159147,2.21283534153429,21.1552069054344,Clarke,35.8958417628835
01027,34.2432522524934,0.534327314273996,1.19160529813935,Clay,35.9691848649067
01029,41.2314362508141,0.416034778117997,0.790687681015595,Cleburne,42.4381587099477
01031,2.62582731780351,0.80696145884008,4.50367805780016,Coffee,7.93646683444374
01033,21.6277246838498,7.94276476547274,3.33273951489465,Colbert,32.9032289642172
01035,2.27445419194402,0.339962047312723,5.43149263763469,Conecuh,8.04590887689144
01037,27.0418825915117,3.79438055503764,1.16938642199275,Coosa,32.0056495685421
01039,1.65148717127301,1.06625902567726,5.20146538036182,Covington,7.91921157731208
01041,3.73092095008573,0.63083785648217,8.62091835263481,Crenshaw,12.9826771592027
01043,21.9218991030661,2.18531580823101,0.805821440539333,Cullman,24.9130363518364
01045,3.41107075848108,0.712540921936175,6.10304158657095,Dale,10.2266532669882
01047,8.5998781326452,2.3757944776748,15.7947804640383,Dallas,26.7704530743583
01049,15.1737130991322,0.330782478686742,0.394413753511971,DeKalb,15.8989093313309
01051,10.1616773746224,6.67765744990569,4.17101905325976,Elmore,21.0103538777878
01053,1.32220931124273,0.616686324378587,11.6753345957194,Escambia,13.6142302313407
01055,21.0388051135731,2.51757258951684,1.91435351664791,Etowah,25.4707312197379
01057,28.9075816418402,0.312719713328336,5.65422466800366,Fayette,34.8745260231722
01059,26.88154448372,1.73009679485429,1.73432556795506,Franklin,30.3459668465293
01061,0.41057518729474,0.984298101710804,8.72179730276754,Geneva,10.1166705917731
01063,4.10603899357308,4.5870414093716,25.9237962974561,Greene,34.6168767004007
01065,10.8208669152851,4.3693973824105,17.5115107758155,Hale,32.7017750735111
01067,4.7238145502887,3.76077264262976,4.21482379682449,Henry,12.699410989743
01069,0.468531355231955,0.891654960157095,9.25198461797574,Houston,10.6121709333648
01071,36.4689298498859,4.19733664105143,1.88932982314969,Jackson,42.555596314087
01073,33.8153826460494,1.55888150921891,0.939513789017337,Jefferson,36.3137779442856
01075,19.662919491781,0.34756076685665,10.9278807891426,Lamar,30.9383610477802
01077,15.0648798253724,9.57031744012346,2.50684338344579,Lauderdale,27.1420406489417
01079,16.7700622735779,5.41880426203631,5.82990681569366,Lawrence,28.0187733513078
01081,4.89378129863466,2.52187739259265,2.53272456586449,Lee,9.94838325709179
01083,7.67650826032862,8.57892513723077,4.36567587033015,Limestone,20.6211092678895
01085,5.20863483663669,1.88481703523665,14.1861544182919,Lowndes,21.2796062901653
01087,2.27791011540761,1.09855930328381,11.9960642058486,Macon,15.3725336245401
01089,17.6902013135479,1.50855041004612,4.52097318386805,Madison,23.719724907462
01091,3.70251128478496,1.85706565518673,17.2816739962859,Marengo,22.8412509362576
01093,27.1182742651302,0.527681700564134,2.02204112325514,Marion,29.6679970889495
01095,19.94839810406,7.95413918947141,1.36341754363609,Marshall,29.2659548371675
01097,0.695962150056626,13.5512570421826,24.0480144049858,Mobile,38.295233597225
01099,8.76841374258575,1.05383336961546,12.5054752634056,Monroe,22.3277223756068
01101,1.57235507881102,2.61368952892785,14.513996504135,Montgomery,18.7000411118739
01103,14.050284183589,5.38590000501799,4.36377722553811,Morgan,23.7999614141451
01105,16.8629243376453,1.59892884766628,8.70269214196439,Perry,27.164545327276
01107,10.845011269259,1.68195400047508,12.8117720110519,Pickens,25.338737280786
01109,4.28352305377238,0.814815550797428,9.63976227025613,Pike,14.7381008748259
01111,22.1805574531445,2.57574551746296,0.776589901776705,Randolph,25.5328928723842
01113,4.47835927248863,1.85928299860046,7.43350243893165,Russell,13.7711447100207
01115,26.1712738358714,4.25234922986496,2.28945471595996,St. Clair,32.7130777816964
01117,22.2997528140336,2.84837998835186,2.48463092071428,Shelby,27.6327637230997
01119,3.26822460420596,2.70968094917555,19.8389423545637,Sumter,25.8168479079452
01121,21.7155710113553,3.7157301581623,1.94537448765784,Talladega,27.3766756571754
01123,14.0215604405197,6.67607005975865,1.59602195061439,Tallapoosa,22.2936524508927
01125,26.9786572913109,2.08861422871167,7.36281606243157,Tuscaloosa,36.4300875824541
01127,33.2839982247855,2.06475540346045,2.01070529704822,Walker,37.3594589252942
01129,1.80976132102733,1.39113760979339,16.7274329028493,Washington,19.92833183367
01131,7.98276065198272,2.25205031271615,14.2472183694357,Wilcox,24.4820293341345
01133,35.5950958613135,2.56651882189311,1.47281483461471,Winston,39.6344295178213
04001,17.7794661553517,0.103779580303445,0.241553466464193,Apache,18.1247992021193
04003,25.9079904356087,0.0212842765537,0.235379058358565,Cochise,26.1646537705209
04005,24.3517154798436,0.3743847899026,0.246224251804393,Coconino,24.9723245215506
04007,63.7750451371314,0.596082394118798,0.421585008055244,Gila,64.7927125393054
04009,44.2780114777256,0.0539431942718352,0.66997713432799,Graham,45.0019318063254
04011,66.2214441344388,0.010520556543385,0.179547859765142,Greenlee,66.4115125507473
04012,23.5401187965596,0.519586746945105,0.853843421969914,La Paz,24.9135489654746
04013,23.4260989682071,0.465319260114786,0.869951483959381,Maricopa,24.7613697122813
04015,39.1130141408091,1.31071894071374,0.391629370880382,Mohave,40.8153624524032
04017,19.7616796741369,0.0519272688522021,0.339201408331535,Navajo,20.1528083513207
04019,20.6806804479229,0.0280779349731508,0.649781103491817,Pima,21.3585394863879
04021,26.6091801291273,0.110119277277249,1.09686676906081,Pinal,27.8161661754653
04023,49.5165945299608,0.0507117485557538,0.334795298055553,Santa Cruz,49.9021015765721
04025,42.8517953784701,0.155837020623556,0.31515072468449,Yavapai,43.3227831237781
04027,14.4864784942396,0.211499673875959,0.541781103543758,Yuma,15.2397592716593
05001,0.105276651918629,4.50649740555448,36.314293229467,Arkansas,40.9260672869401
05003,0.18980860631407,2.80203769211893,20.1879300084472,Ashley,23.1797763068802
05005,39.6878845795077,5.52698759175032,0.114198991039267,Baxter,45.3290711622973
05007,26.9512393673399,3.88524181918551,0.288830245396817,Benton,31.1253114319222
05009,39.3860613573907,2.31552503227998,0.223896385306705,Boone,41.9254827749774
05011,0.400276062815555,1.29698837710151,30.428953854179,Bradley,32.126218294096
05013,0.186196513391128,1.1605982533744,25.1462663385403,Calhoun,26.4930611053059
05015,45.2992821197309,2.30083496339941,0.25293521884242,Carroll,47.8530523019727
05017,0.158205276513615,11.2786878724288,19.8996044001778,Chicot,31.3364975491202
05019,4.70833858232491,2.20971386401266,11.4923562560736,Clark,18.4104087024112
05021,0.807228977958073,1.17740700526455,11.8397795552172,Clay,13.8244155384398
05023,22.9388509184824,5.55733581028442,0.280305281636029,Cleburne,28.7764920104028
05025,0.0383262052714815,0.37017664436462,28.0285281408295,Cleveland,28.4370309904656
05027,0.125021764822298,0.674294080330859,7.87944929357715,Columbia,8.67876513873031
05029,12.169436716736,2.46704162882073,4.73241759612379,Conway,19.3688959416805
05031,0.306565308187445,1.22409489835159,7.58514522916305,Craighead,9.11580543570209
05033,36.5783521420039,2.84892924500016,1.48756425499375,Crawford,40.9148456419978
05035,0.176160569688563,7.55950400251138,12.2266520169518,Crittenden,19.9623165891518
05037,2.12827730570344,1.80674810197549,6.93967656023737,Cross,10.8747019679163
05039,1.38747905879116,0.371489361349702,17.8448233738075,Dallas,19.6037917939484
05041,0.170987040369035,8.76174060251626,33.668269785695,Desha,42.6009974285803
05043,0.258032514943386,0.869752854750279,18.869208079957,Drew,19.9969934496507
05045,8.8830666791117,2.77165783243594,3.92780373342272,Faulkner,15.5825282449704
05047,29.7555279871298,1.75172711724568,0.581563134058292,Franklin,32.0888182384337
05049,14.3041505204064,0.706586042163256,0.246047819946289,Fulton,15.2567843825159
05051,33.63638464607,6.85223376403047,0.295051147444585,Garland,40.7836695575451
05053,0.495356718108564,0.285245338353723,23.8705805251762,Grant,24.6511825816385
05055,1.67849259788899,1.7768503084833,7.00202308664806,Greene,10.4573659930203
05057,0.817861411060463,2.83498552465122,7.59829228765269,Hempstead,11.2511392233644
05059,12.9012446978225,2.5478523626075,3.73295409141323,Hot Spring,19.1820511518432
05061,11.4845930501062,2.3409436806235,3.55717461395341,Howard,17.3827113446831
05063,16.2752351766474,1.27747961915739,3.27770737668803,Independence,20.8304221724928
05065,28.0546457362444,0.91196872210963,0.100495057796622,Izard,29.0671095161506
05067,1.09502350272016,2.08111164832812,10.4312625175575,Jackson,13.6073976686058
05069,0.0997215303631991,4.16971048082791,16.7175547760085,Jefferson,20.9869867871996
05071,42.796999951585,3.59006175802895,1.6664496863278,Johnson,48.0535113959417
05073,0.475359042863862,4.19438016923558,6.95639587515643,Lafayette,11.6261350872559
05075,3.12792100196881,1.19353209357902,5.25538599556342,Lawrence,9.57683909111125
05077,1.60965309836756,4.50844758053178,18.5218237274557,Lee,24.6399244063551
05079,0.0659062665484586,2.86808570038213,16.4526935984506,Lincoln,19.3866855653811
05081,0.158980491999334,5.66478508395529,9.19779677233097,Little River,15.0215623482856
05083,20.4039789332674,4.16405151671369,1.61463296851305,Logan,26.1826634184942
05085,0.627647159732004,4.66892305963557,12.1333318073375,Lonoke,17.4299020267051
05087,56.1129065848929,0.104345649615088,0.248501616765657,Madison,56.4657538512736
05089,46.9240648620904,6.34656064915481,0.141690252786517,Marion,53.4123157640317
05091,0.696840046134183,3.95799111192375,10.2425496206191,Miller,14.8973807786771
05093,0.41289053518077,6.151612978885,9.95000169392535,Mississippi,16.5145052079911
05095,0.0993001809369317,2.38328440414642,34.4089094420341,Monroe,36.8914940271174
05097,38.5529881096675,2.48801031247591,0.321171233355624,Montgomery,41.3621696554991
05099,0.804032575872917,0.522346386527216,9.96534695405739,Nevada,11.2917259164575
05101,67.9716386576496,0.0499644843297933,0.100933802255678,Newton,68.1225369442351
05103,1.31263279885552,1.28181433959152,24.7495423800948,Ouachita,27.3439895185418
05105,34.0506436682979,2.28309521764442,2.28767620083794,Perry,38.6214150867802
05107,1.5156333243741,6.38544571936148,21.5975494299427,Phillips,29.4986284736783
05109,14.8364872123291,1.52505091280601,2.95890050992092,Pike,19.320438635056
05111,0.67258215857376,2.72824746610036,9.51173539036032,Poinsett,12.9125650150344
05113,37.2948866179694,0.33246863909026,0.126218867098536,Polk,37.7535741241582
05115,34.6762244999386,2.88101603825512,1.45399791879791,Pope,39.0112384569916
05117,0.0523748143475207,4.75132229334365,19.5234066072381,Prairie,24.3271037149293
05119,10.7598347717141,4.90845809653243,7.45245731250186,Pulaski,23.1207501807484
05121,8.74528169871568,0.923733372373712,5.83469236976232,Randolph,15.5037074408517
05123,1.64986151413711,1.58230966726891,12.3314949126462,St. Francis,15.5636660940522
05125,20.9299511209252,1.11161547050657,4.82322203189098,Saline,26.8647886233228
05127,40.6706186714354,0.321077365260064,0.323101223749388,Scott,41.3147972604448
05129,56.8429379065298,0.16678815067179,0.188303737401417,Searcy,57.198029794603
05131,14.8252159829533,2.64871723141816,1.58220690558244,Sebastian,19.0561401199539
05133,8.11628744398866,3.84119873094988,8.50406989747971,Sevier,20.4615560724183
05135,17.9462931380552,0.413180219688314,0.252701364092755,Sharp,18.6121747218363
05137,52.0386229948232,0.808507377928411,0.170318823858156,Stone,53.0174491966098
05139,0.25218908643468,2.00677925900427,22.4094417409561,Union,24.6684100863951
05141,38.8631054872596,1.53941542078193,0.437228812283432,Van Buren,40.8397497203249
05143,32.5996366915033,0.699214347179755,0.46159037268818,Washington,33.7604414113712
05145,5.55809592500738,1.6636584461821,9.99343016204462,White,17.2151845332341
05147,0.00602325610884975,1.95814393021122,20.0358238338272,Woodruff,21.9999910201472
05149,28.6290182095457,2.63424112132547,3.29760297072361,Yell,34.5608623015947
06001,48.3187985196536,10.7834138737558,1.50137677315362,Alameda,60.6035891665631
06003,78.5930583364457,0.744902924404433,0.738053761413547,Alpine,80.0760150222637
06005,58.419843181542,2.20335862151449,0.157674691942802,Amador,60.7808764949993
06007,39.8205461055924,1.83828024917234,2.72682644836687,Butte,44.3856528031316
